Order_ID,Order_Date,Region,Customer_Type,Warehouse_Location,Order_Quantity,Order_Value,Stock_Availability,Fulfillment_Rate,Delivery_Time (Days),Transportation_Cost,Delayed_Delivery,Shipment_Date,Product_Category,Product_Weight (kg),Order_Priority,Payment_Method,Warehouse_Capacity_Utilization (%),Stock_Replenishment_Time (Days),Carrier_Name,Mode_of_Transport,Profit_Margin (%),Operational_Cost (₹),Discount_Offered (%),Lost_Sales (₹),Order_Quarter,Lead_Time (Days),On_Time_Delivery (%),Customer_Rating (1-5),Return_Status,Reason_for_Return,Risk_Category
13937,6/28/2024 1:12,East,Corporate,Bangalore,222,34510.22804,370,0.78,13,1202.87,0,6/30/2024 1:12,Groceries,29.26,High,Cash,68.36,13,DHL,Rail,29.93,4158.58,7.75,1245.73,2024Q2,2,98.9,2,Yes,Wrong Product,High
13938,5/19/2023 20:38,Central,E-commerce,Chennai,74,4521.570246,869,0.86,11,101.79,0,5/22/2023 20:38,Electronics,48.75,High,Net Banking,88.45,11,Blue Dart,Ship,20.37,314.64,13.7,1150.03,2023Q2,3,90.45,2,No,N/A,Medium
13939,1/2/2023 18:03,Central,E-commerce,Bangalore,436,140772.6924,755,0.83,4,10453.81,0,1/10/2023 18:03,Apparel,35.16,High,Credit Card,90.08,10,Blue Dart,Road,6.51,19167.12,11.79,4739.28,2023Q1,8,88.28,2,No,N/A,Medium
13940,12/26/2024 18:22,West,E-commerce,Mumbai,217,88598.18621,603,0.87,3,3046.65,0,12/30/2024 18:22,Furniture,1.16,Medium,Net Banking,84.82,10,DHL,Air,5.15,14535.11,5.64,1892.92,2024Q4,4,87.77,4,No,N/A,Medium
13941,7/22/2023 16:02,Central,Wholesale,Chennai,428,46928.40774,197,0.75,6,4180.33,0,7/30/2023 16:02,Electronics,2.56,High,UPI,87.48,7,India Post,Rail,22.63,2560.94,4.36,4272.69,2023Q3,8,88.96,4,No,N/A,Medium
13942,2/23/2024 0:57,East,Wholesale,Mumbai,333,123915.4226,799,0.86,4,4995.43,0,2/29/2024 0:57,Automobile Parts,35.01,Low,Credit Card,80.32,6,Blue Dart,Road,22.26,23343.15,11.5,269.26,2024Q1,6,82.39,1,Yes,Damaged,Medium
13943,9/19/2024 8:26,South,Wholesale,Kolkata,211,32825.69633,258,0.74,12,2949.6,0,9/25/2024 8:26,Electronics,9.57,High,UPI,77.08,13,Delhivery,Ship,6.5,5735.95,4.2,1161.3,2024Q3,6,87.76,4,No,N/A,High
13944,4/27/2024 15:37,South,Corporate,Mumbai,135,43123.69266,518,0.87,13,2980.05,0,5/2/2024 15:37,Groceries,37.53,High,Credit Card,74.06,8,India Post,Air,8.13,7377.4,16.73,3196.37,2024Q2,5,90.09,5,No,N/A,Medium
13945,4/11/2023 14:29,North,Wholesale,Mumbai,22,5737.313546,582,0.74,3,388.48,0,4/12/2023 14:29,Groceries,6.08,Medium,Cash,67.76,4,DHL,Rail,9.32,606.4,17.13,181.84,2023Q2,1,82.26,4,No,N/A,Medium
13946,12/24/2024 6:48,West,Wholesale,Delhi,194,77608.17339,463,0.82,13,5582.03,0,12/29/2024 6:48,Apparel,33.43,Low,Net Banking,78.23,5,Delhivery,Air,9.08,12905.73,3.37,1419.27,2024Q4,5,88,1,No,N/A,Medium
13947,9/24/2024 0:34,Central,Corporate,Chennai,403,76463.64001,625,0.73,5,1647.11,1,10/1/2024 0:34,Automobile Parts,29.59,High,UPI,95.32,4,Blue Dart,Ship,23.72,6967.9,11.06,1154.03,2024Q3,7,81.5,1,No,N/A,Low
13948,3/10/2024 23:27,West,Corporate,Chennai,48,14900.54237,723,0.72,6,322.56,0,3/17/2024 23:27,Electronics,49.29,High,Cash,98.75,13,FedEx,Rail,10.3,2443.71,15.35,618.64,2024Q1,7,81.38,2,No,N/A,Medium
13949,6/20/2023 4:19,Central,E-commerce,Delhi,374,109709.6505,901,0.76,6,5407.31,0,6/21/2023 4:19,Furniture,8.3,Medium,Net Banking,81.85,5,Blue Dart,Air,13.88,10193.52,9.02,3408.54,2023Q2,1,83.17,3,No,N/A,Medium
13950,3/12/2024 19:15,North,Retail,Kolkata,463,47447.38882,497,0.97,13,2508.25,0,3/19/2024 19:15,Groceries,38.01,Medium,Net Banking,80.36,11,DHL,Rail,29.47,4046.52,2.73,3873.06,2024Q1,7,87.74,2,No,N/A,Low
13951,5/21/2023 5:55,South,E-commerce,Kolkata,52,10794.95275,546,0.91,13,629.66,0,5/22/2023 5:55,Furniture,7.71,Low,Net Banking,57.61,4,FedEx,Air,9.12,995.77,15.6,3148.87,2023Q2,1,94.2,2,No,N/A,Medium
13952,2/19/2024 23:21,West,Wholesale,Chennai,420,168544.9096,671,0.9,8,9907.67,0,2/24/2024 23:21,Electronics,15.13,Medium,Credit Card,65.79,12,Blue Dart,Rail,23.96,24521.24,4.11,4282.13,2024Q1,5,81.84,5,No,N/A,High
13953,6/27/2023 20:17,East,Retail,Kolkata,277,123995.8472,774,0.99,6,9165.42,0,6/28/2023 20:17,Apparel,10.53,High,Cash,80.6,7,India Post,Ship,5.28,7395.9,1.34,4212.47,2023Q2,1,98.77,3,No,N/A,High
13954,11/2/2023 0:35,Central,E-commerce,Mumbai,26,3004.862158,638,0.75,13,275.76,0,11/7/2023 0:35,Electronics,47.11,High,Cash,55.89,13,Blue Dart,Road,27.24,544.63,4.01,3061.24,2023Q4,5,83,1,No,N/A,Medium
13955,8/4/2024 8:34,North,Corporate,Delhi,75,10449.81671,615,0.87,1,251.24,0,8/11/2024 8:34,Groceries,22.99,High,Credit Card,51.07,3,DHL,Air,17.65,1495.18,13.32,2897.62,2024Q3,7,98.48,4,No,N/A,Low
13956,1/5/2024 18:46,Central,Wholesale,Chennai,399,96672.33918,763,0.93,6,9447.7,0,1/10/2024 18:46,Automobile Parts,15.15,Medium,Net Banking,57.44,8,DHL,Road,6.1,6983.93,11.85,2441.43,2024Q1,5,90.08,1,No,N/A,Medium
13957,5/21/2024 10:50,West,Retail,Bangalore,342,19081.9545,213,0.73,8,622.6,0,5/26/2024 10:50,Electronics,6.65,High,Net Banking,92.83,14,India Post,Rail,19.02,1109.81,17.36,3502.12,2024Q2,5,82.4,5,No,N/A,High
13958,8/17/2023 12:18,Central,Corporate,Kolkata,193,19902.98909,900,0.99,3,1568.52,1,8/26/2023 12:18,Automobile Parts,24.21,Low,Cash,81.36,11,FedEx,Air,21.68,1443.46,15.93,394.68,2023Q3,9,99.65,5,No,N/A,Medium
13959,6/16/2024 19:22,Central,Retail,Chennai,112,41269.96418,403,0.78,14,3835.91,0,6/19/2024 19:22,Apparel,19.32,Medium,Cash,58.58,8,Delhivery,Rail,16.32,6727.85,8.77,2938.55,2024Q2,3,88.48,1,No,N/A,Medium
13960,11/14/2023 15:42,Central,E-commerce,Chennai,278,86784.63946,270,0.87,11,2013.93,0,11/17/2023 15:42,Groceries,0.96,High,UPI,54.12,12,FedEx,Air,16.15,8220.76,17.71,3089.38,2023Q4,3,96.85,1,No,N/A,High
13961,12/19/2023 0:59,North,Wholesale,Delhi,87,27843.62911,924,0.71,2,1363.8,0,12/28/2023 0:59,Apparel,7.04,Medium,UPI,89.36,6,DHL,Air,28.67,2832.48,1.93,2967.12,2023Q4,9,82.46,3,No,N/A,High
13962,2/20/2023 16:00,West,E-commerce,Bangalore,470,168958.9981,292,0.71,1,12021.97,1,2/23/2023 16:00,Groceries,11.06,High,Credit Card,64.08,10,India Post,Ship,29.6,32772.88,1.19,2146.66,2023Q1,3,90.56,3,No,N/A,Medium
13963,10/19/2024 1:34,Central,E-commerce,Chennai,453,171821.9156,255,0.88,7,10466.43,0,10/26/2024 1:34,Groceries,17.39,High,UPI,62.8,13,FedEx,Rail,28.4,25142.52,18.59,1732.36,2024Q4,7,84.09,5,Yes,Damaged,Medium
13964,9/10/2023 12:46,West,Wholesale,Kolkata,33,7258.577131,332,0.74,4,314.6,0,9/18/2023 12:46,Groceries,32.92,Medium,Net Banking,56.24,4,Blue Dart,Road,26.58,1319.88,1.17,1228.02,2023Q3,8,85.1,2,No,N/A,High
13965,2/2/2024 2:04,South,E-commerce,Kolkata,190,15436.62072,899,0.84,5,849.73,0,2/5/2024 2:04,Automobile Parts,19.01,High,Cash,56.9,11,DHL,Road,25.58,1872.46,7.34,4706.71,2024Q1,3,84.65,1,No,N/A,High
13966,10/30/2023 11:15,East,Retail,Kolkata,179,57341.16317,914,0.74,5,3679.91,0,11/6/2023 11:15,Automobile Parts,29.58,Low,Net Banking,93.39,6,Blue Dart,Air,16.23,5264.09,11.6,776.05,2023Q4,7,87.87,3,No,N/A,Medium
13967,3/21/2023 17:22,East,E-commerce,Delhi,186,86815.44112,88,0.82,14,8674.59,0,3/28/2023 17:22,Electronics,30.62,Low,Cash,98.5,3,DHL,Rail,18.82,5691.31,0.03,1299.16,2023Q1,7,92.64,3,No,N/A,Medium
13968,9/20/2024 17:43,East,E-commerce,Delhi,187,61851.69427,494,0.92,2,4184.85,1,9/29/2024 17:43,Electronics,6.34,Medium,Cash,87.45,4,Blue Dart,Ship,9.72,9665,10.54,928.57,2024Q3,9,81.63,2,No,N/A,Medium
13969,5/11/2023 9:23,North,Corporate,Kolkata,488,75572.15661,367,0.99,9,5598.71,1,5/14/2023 9:23,Automobile Parts,34.68,High,UPI,66.36,2,Blue Dart,Air,28.39,4502.1,10.96,2001.85,2023Q2,3,92.62,2,No,N/A,High
13970,11/19/2024 0:29,East,E-commerce,Kolkata,443,74551.44804,437,0.79,2,6578.43,0,11/23/2024 0:29,Electronics,17.54,Medium,Credit Card,59.07,4,Blue Dart,Rail,11.71,5987.76,12.72,1408.67,2024Q4,4,81.72,5,No,N/A,Low
13971,3/1/2023 20:47,East,Corporate,Chennai,307,110316.8957,229,0.78,2,9812.4,1,3/10/2023 20:47,Electronics,18.04,Medium,UPI,85.43,8,India Post,Ship,25.62,20567.71,14.71,4882.47,2023Q1,9,96.9,2,No,N/A,High
13972,8/20/2023 5:08,South,Wholesale,Kolkata,207,54831.98765,332,0.85,9,5323.53,0,8/27/2023 5:08,Groceries,7.04,Medium,Cash,61.94,9,India Post,Air,27.91,9586.85,10.19,1763.01,2023Q3,7,87.67,5,No,N/A,Low
13973,3/21/2024 20:32,East,Retail,Mumbai,368,69654.54114,979,0.71,4,2986.2,0,3/25/2024 20:32,Furniture,4.47,Medium,Cash,96.79,5,DHL,Road,10.2,6912.24,19.29,4047.09,2024Q1,4,91.3,1,No,N/A,High
13974,7/13/2024 12:40,Central,Retail,Mumbai,417,76782.14092,829,0.94,5,6164.98,0,7/22/2024 12:40,Automobile Parts,16.07,High,Cash,86.5,5,India Post,Ship,7.71,13584.74,4.29,1195.32,2024Q3,9,97.72,4,Yes,Damaged,Medium
13975,9/14/2024 9:17,North,Corporate,Mumbai,129,30304.55169,210,0.83,4,1505.61,0,9/20/2024 9:17,Apparel,44.1,Low,Net Banking,89.46,7,Delhivery,Ship,12.83,3418.19,10.05,4129.25,2024Q3,6,81.47,2,No,N/A,Low
13976,1/5/2024 4:45,North,E-commerce,Kolkata,138,27310.54401,349,0.88,7,2524.43,0,1/6/2024 4:45,Furniture,21.54,Low,Credit Card,63.5,2,Blue Dart,Road,16.57,2318.6,0.21,1755.88,2024Q1,1,89.17,2,No,N/A,Medium
13977,1/26/2024 5:22,West,Wholesale,Kolkata,258,117528.8241,174,0.9,2,5441.03,0,1/28/2024 5:22,Automobile Parts,14.83,Medium,Net Banking,81.94,7,DHL,Rail,19.23,10073.92,7.88,4915.59,2024Q1,2,82.98,5,No,N/A,High
13978,10/27/2024 7:34,West,E-commerce,Mumbai,96,17464.29202,467,0.83,8,766.46,0,11/4/2024 7:34,Groceries,25.03,High,Credit Card,78.96,3,DHL,Road,29.32,1969.52,18.82,3838.23,2024Q4,8,99.78,2,No,N/A,Medium
13979,8/17/2023 8:48,Central,Retail,Delhi,218,88005.52261,167,0.79,5,4840.12,0,8/24/2023 8:48,Groceries,44.93,High,Credit Card,92.59,2,Delhivery,Road,24.85,8179.75,1.51,1092.25,2023Q3,7,86.35,5,No,N/A,Low
13980,2/24/2024 13:45,North,Retail,Bangalore,368,106028.0942,964,0.94,6,3045.04,0,3/1/2024 13:45,Groceries,19.98,Medium,Cash,80.64,4,India Post,Road,15.33,7813.68,12.96,1504.37,2024Q1,6,92.95,1,No,N/A,High
13981,5/26/2024 22:15,North,Retail,Delhi,146,25308.44585,868,0.81,4,1795.68,0,6/4/2024 22:15,Apparel,34.74,Low,Net Banking,74.18,4,India Post,Rail,5.33,2503.39,16.53,2238.22,2024Q2,9,94.31,5,No,N/A,Medium
13982,2/23/2023 5:20,West,E-commerce,Mumbai,59,14131.76771,390,0.81,13,784.12,0,2/25/2023 5:20,Apparel,19.16,Low,Net Banking,74.06,6,FedEx,Rail,29.7,870.84,17.41,3720.49,2023Q1,2,91.84,4,Yes,Late Delivery,Low
13983,1/17/2023 17:14,South,Wholesale,Kolkata,22,5928.564874,402,0.75,5,228.17,0,1/25/2023 17:14,Electronics,19.71,Low,Credit Card,91.98,10,DHL,Ship,24.37,371.46,17.09,2393.14,2023Q1,8,81.67,1,No,N/A,High
13984,1/29/2023 20:06,Central,Retail,Chennai,291,112790.626,180,0.76,7,5381.92,0,2/4/2023 20:06,Apparel,19.1,Low,Net Banking,75.85,14,Blue Dart,Rail,27.23,18386.02,10.43,4906.75,2023Q1,6,83.64,5,No,N/A,High
13985,8/3/2023 10:08,Central,Wholesale,Delhi,490,203855.9025,436,0.87,10,5546.34,1,8/9/2023 10:08,Furniture,27.83,High,UPI,84.98,4,Delhivery,Ship,19.38,18038.88,10.89,1690.09,2023Q3,6,89.92,5,No,N/A,Medium
13986,9/1/2023 2:44,North,E-commerce,Bangalore,248,75915.58587,110,0.8,9,5105.51,0,9/10/2023 2:44,Apparel,13.06,Medium,Cash,67.16,8,FedEx,Rail,5.31,10695.99,3.67,1962.63,2023Q3,9,84.77,1,Yes,Damaged,Low
13987,12/20/2023 12:01,South,Corporate,Bangalore,433,46553.43039,247,0.82,1,1533.3,1,12/25/2023 12:01,Apparel,13.63,Low,Cash,88.81,5,FedEx,Road,8.93,7657.33,4.25,2930.31,2023Q4,5,96.52,1,No,N/A,Low
13988,9/1/2023 13:15,East,Retail,Chennai,125,62366.45146,911,0.73,4,2069.54,0,9/4/2023 13:15,Apparel,21.64,Low,Credit Card,79.83,11,FedEx,Ship,15.74,6392.58,8.45,3011.53,2023Q3,3,95.02,4,No,N/A,Low
13989,9/6/2024 1:32,West,Retail,Delhi,427,154724.9881,55,0.89,11,9081.53,0,9/15/2024 1:32,Furniture,31.45,High,Credit Card,97.42,11,India Post,Road,18.4,29957.93,5.01,4759.15,2024Q3,9,86.37,2,No,N/A,Medium
13990,8/19/2023 9:51,North,E-commerce,Kolkata,212,104090.8941,953,0.7,6,4985.81,0,8/21/2023 9:51,Groceries,22.03,High,Net Banking,60.6,11,DHL,Air,5.69,14176.31,11.03,3810.83,2023Q3,2,97.79,4,No,N/A,Medium
13991,7/5/2024 22:26,East,E-commerce,Mumbai,40,16850.44433,248,0.94,7,1421.75,1,7/13/2024 22:26,Apparel,8.28,Low,Credit Card,83.95,6,DHL,Ship,29.65,2622.7,16.61,3025.21,2024Q3,8,83.24,2,No,N/A,Low
13992,6/6/2024 21:04,East,Wholesale,Kolkata,206,20131.77431,446,0.78,14,1420.24,1,6/14/2024 21:04,Automobile Parts,28.35,Low,Cash,62.71,8,Blue Dart,Road,21.15,3641.86,17.55,1460.78,2024Q2,8,86.6,1,No,N/A,Low
13993,8/2/2024 16:16,East,E-commerce,Mumbai,190,69775.37292,673,0.74,7,2197.1,0,8/11/2024 16:16,Electronics,28.99,Medium,Credit Card,68.5,6,Delhivery,Air,17.72,7174.22,7.78,4501.59,2024Q3,9,80.55,5,Yes,Wrong Product,Low
13994,1/13/2024 12:29,Central,Corporate,Mumbai,60,14311.30013,510,0.78,14,1110.08,0,1/22/2024 12:29,Electronics,3.38,Low,Net Banking,91.07,5,India Post,Rail,6.19,1040.05,7.36,51.74,2024Q1,9,92.17,4,Yes,Damaged,High
13995,3/21/2023 5:06,East,E-commerce,Mumbai,456,99796.66848,480,0.87,11,6659.11,0,3/22/2023 5:06,Groceries,37.96,High,UPI,60.96,4,Blue Dart,Ship,27.97,7793.73,5.53,186.54,2023Q1,1,86.84,2,Yes,Late Delivery,High
13996,7/10/2023 23:41,East,Wholesale,Bangalore,441,28401.8747,581,0.78,14,2242.89,0,7/14/2023 23:41,Furniture,14.72,High,Net Banking,84.51,9,India Post,Air,16.32,2333.8,13.33,2150.26,2023Q3,4,83.96,4,No,N/A,Low
13997,11/18/2024 22:44,Central,Retail,Chennai,206,31418.75281,633,0.71,13,1352.77,0,11/22/2024 22:44,Electronics,19.49,High,Credit Card,71.75,3,Blue Dart,Air,20.42,4601.12,7.18,742.13,2024Q4,4,90.83,3,No,N/A,Medium
13998,10/5/2023 3:15,West,Corporate,Delhi,197,42610.83158,757,0.87,12,3941.33,0,10/6/2023 3:15,Electronics,27.64,Low,Cash,81.74,13,DHL,Rail,11.34,4992.43,12.9,3720.84,2023Q4,1,98.99,1,Yes,Damaged,High
13999,8/17/2024 11:57,North,E-commerce,Kolkata,269,66730.44518,430,0.93,2,2932.66,0,8/23/2024 11:57,Apparel,47.94,Medium,Net Banking,51.77,14,Delhivery,Air,14.61,7362.47,18.44,1315.35,2024Q3,6,89.12,1,Yes,Late Delivery,Medium
14000,5/7/2023 23:01,Central,Wholesale,Mumbai,454,220829.2466,417,0.82,12,8882.44,0,5/15/2023 23:01,Automobile Parts,25.79,High,Credit Card,60.18,2,Delhivery,Road,22.52,28382.38,3.22,1800.4,2023Q2,8,98.28,1,No,N/A,Medium
14001,9/16/2024 13:51,West,Wholesale,Delhi,226,14820.65088,450,0.97,8,1076.48,0,9/23/2024 13:51,Apparel,1.13,Low,Cash,68.14,2,India Post,Ship,23.01,1810.22,1.45,1573.89,2024Q3,7,93.82,1,No,N/A,Low
14002,2/20/2024 2:52,West,E-commerce,Delhi,64,15116.33485,122,1,5,316.24,0,2/27/2024 2:52,Apparel,25.91,Medium,Credit Card,51.62,2,Delhivery,Air,7.08,2457.9,14.65,2664.21,2024Q1,7,84.84,2,No,N/A,Medium
14003,2/22/2024 7:26,North,Wholesale,Bangalore,181,66924.24955,653,0.8,5,3886.96,0,3/2/2024 7:26,Furniture,13.19,High,UPI,65.88,6,Delhivery,Air,26.02,3813.34,5.18,3296.66,2024Q1,9,99.79,5,No,N/A,High
14004,11/7/2024 15:09,West,E-commerce,Kolkata,233,50125.03156,709,0.92,11,2393.93,0,11/15/2024 15:09,Furniture,28.54,Medium,Credit Card,80.12,4,FedEx,Ship,9.17,9485.6,18.97,1572.37,2024Q4,8,83.06,2,No,N/A,Low
14005,6/29/2023 2:05,Central,Corporate,Bangalore,439,137183.9965,108,0.91,3,4627.38,0,7/4/2023 2:05,Groceries,2.17,Medium,Net Banking,69.49,14,India Post,Air,29.71,19338.28,13.31,2602.69,2023Q2,5,80.16,3,No,N/A,Medium
14006,7/2/2023 7:10,East,E-commerce,Delhi,250,27710.59226,504,0.79,11,852.16,0,7/5/2023 7:10,Automobile Parts,17.22,Medium,Credit Card,95.63,4,DHL,Air,10.4,4280.78,19.91,1428.22,2023Q3,3,84.62,1,No,N/A,High
14007,10/20/2023 4:12,North,Wholesale,Kolkata,451,107901.6162,378,0.78,14,2956.04,1,10/28/2023 4:12,Apparel,14.88,Medium,UPI,63.22,7,Blue Dart,Air,28.44,17897.3,15.01,3961.91,2023Q4,8,90.29,4,No,N/A,Low
14008,1/15/2024 1:17,North,E-commerce,Chennai,213,29608.04945,218,0.95,5,1647.57,0,1/18/2024 1:17,Furniture,44.65,Medium,Credit Card,63.45,13,DHL,Rail,5.49,2708.01,4.44,2172.36,2024Q1,3,96.68,2,No,N/A,Low
14009,9/10/2023 21:32,East,E-commerce,Kolkata,331,17422.55485,745,0.9,8,1215.62,0,9/19/2023 21:32,Furniture,32.48,Low,UPI,94.68,3,Delhivery,Rail,28.98,1926.28,4.48,4544.81,2023Q3,9,82.25,2,No,N/A,Medium
14010,5/12/2024 23:35,East,Retail,Mumbai,254,18420.93003,244,0.71,4,922.77,0,5/15/2024 23:35,Electronics,22.8,Low,UPI,97.02,7,FedEx,Rail,15.87,928.22,13.23,2376.21,2024Q2,3,97.78,3,No,N/A,High
14011,9/9/2023 15:44,South,Retail,Chennai,105,48095.23965,270,0.75,5,3402.31,0,9/17/2023 15:44,Groceries,12.96,High,UPI,92.76,12,Blue Dart,Rail,21.41,8850.38,11.06,1112.57,2023Q3,8,87.9,3,Yes,Damaged,High
14012,12/30/2023 8:34,North,E-commerce,Bangalore,351,44938.32552,407,0.86,5,1756.63,0,1/8/2024 8:34,Furniture,32.78,High,UPI,73.18,7,Blue Dart,Rail,11.22,6764.61,1.11,4499.36,2023Q4,9,93.5,2,No,N/A,High
14013,2/2/2023 6:27,East,Wholesale,Delhi,51,18173.10327,290,0.76,5,605.99,0,2/8/2023 6:27,Automobile Parts,4.49,High,Net Banking,94.08,13,DHL,Road,15.19,2310.11,0.31,4404.1,2023Q1,6,90.38,5,No,N/A,High
14014,3/30/2024 14:47,South,Wholesale,Chennai,185,74129.57567,966,0.83,7,4897.26,0,4/7/2024 14:47,Groceries,25.79,Medium,UPI,58.6,6,FedEx,Air,21.69,11146.81,10.63,3731.07,2024Q1,8,88.09,1,Yes,Late Delivery,High
14015,8/24/2023 10:45,West,E-commerce,Chennai,430,103974.9519,548,0.75,13,8464.68,1,8/25/2023 10:45,Groceries,48.02,High,UPI,71.6,8,FedEx,Air,7.12,13264.76,3.48,2158.72,2023Q3,1,97.87,3,No,N/A,High
14016,3/11/2023 12:04,West,Wholesale,Kolkata,89,36986.44217,99,0.99,5,1487.14,1,3/17/2023 12:04,Furniture,36.53,High,Credit Card,85.33,8,DHL,Air,23.25,7282.22,9.82,2231.53,2023Q1,6,88.51,4,No,N/A,Medium
14017,1/16/2024 17:35,North,Corporate,Kolkata,22,8078.333384,354,0.75,7,408.56,1,1/25/2024 17:35,Automobile Parts,20.02,High,Net Banking,70.98,13,Delhivery,Road,10.9,1197.24,10.84,2488.6,2024Q1,9,81.13,5,No,N/A,Medium
14018,9/23/2024 5:18,South,Wholesale,Chennai,229,94990.5489,715,0.76,5,2960.2,0,9/27/2024 5:18,Apparel,1.61,Medium,UPI,88.81,13,FedEx,Rail,10.14,11237.27,7.3,1382.2,2024Q3,4,84.7,1,No,N/A,Low
14019,11/15/2023 10:59,North,E-commerce,Bangalore,305,120976.0986,906,0.8,1,9322.75,1,11/16/2023 10:59,Furniture,31.27,Medium,Cash,57.86,11,Delhivery,Ship,13.2,21316.34,17.09,2393.63,2023Q4,1,93.3,5,No,N/A,Medium
14020,5/26/2023 15:35,Central,Retail,Kolkata,497,83730.59049,735,0.95,3,2408.92,0,5/30/2023 15:35,Automobile Parts,7.32,Low,Cash,70.39,9,FedEx,Ship,29.66,14083.54,11.13,637.8,2023Q2,4,84.65,3,No,N/A,Medium
14021,7/11/2023 3:11,West,Corporate,Kolkata,90,33390.26883,686,0.79,9,982.73,0,7/20/2023 3:11,Groceries,8.46,High,Cash,67.4,14,DHL,Road,5.48,3972.48,14.12,559.89,2023Q3,9,94.91,4,No,N/A,Medium
14022,12/21/2024 10:27,Central,Wholesale,Chennai,414,120734.2946,528,0.75,13,10112.26,0,12/23/2024 10:27,Furniture,38.52,Medium,UPI,55.95,4,Blue Dart,Rail,14.19,23581.71,12.13,1840.21,2024Q4,2,96.27,4,Yes,Damaged,Medium
14023,8/5/2023 7:41,North,E-commerce,Chennai,143,51088.1828,899,0.94,13,1697.15,0,8/8/2023 7:41,Furniture,11.23,Medium,UPI,98.39,11,DHL,Road,7.14,8883.5,9.73,2005.24,2023Q3,3,85.7,1,No,N/A,High
14024,8/15/2024 9:08,Central,E-commerce,Kolkata,305,21439.56371,409,1,8,703.02,0,8/21/2024 9:08,Apparel,32.86,Medium,Credit Card,61.93,11,Delhivery,Rail,6.98,3240.94,13,47.47,2024Q3,6,93.34,2,No,N/A,High
14025,3/1/2024 1:09,East,Retail,Bangalore,245,24922.64346,760,0.89,1,1319.06,0,3/3/2024 1:09,Electronics,12.35,Low,Net Banking,80.86,9,FedEx,Road,12.7,2789.34,6.93,3249.3,2024Q1,2,96.65,1,No,N/A,Medium
14026,3/11/2023 17:19,East,Corporate,Mumbai,17,5732.843067,97,0.95,3,125.63,0,3/15/2023 17:19,Automobile Parts,0.95,Medium,Credit Card,99.19,6,India Post,Air,20.46,895.95,8.74,1660.34,2023Q1,4,98.63,5,No,N/A,Medium
14027,9/18/2023 1:14,South,E-commerce,Delhi,305,81509.37402,985,0.99,1,6856.53,0,9/27/2023 1:14,Furniture,18.36,Low,Net Banking,83.43,8,Delhivery,Rail,16.57,13010.61,9.17,3978.84,2023Q3,9,95.78,4,No,N/A,Medium
14028,1/9/2023 4:14,North,Corporate,Bangalore,301,71692.11178,120,0.95,7,6870.24,1,1/15/2023 4:14,Electronics,7.52,Low,Net Banking,88.22,10,India Post,Rail,15.72,4555.5,2.36,1290.47,2023Q1,6,89.05,5,No,N/A,Medium
14029,10/28/2023 17:12,East,Wholesale,Chennai,217,32980.1571,115,0.97,1,1714.59,0,10/29/2023 17:12,Automobile Parts,41.51,Medium,Credit Card,81.06,13,FedEx,Rail,28.97,2976.99,3.26,1906.59,2023Q4,1,94.05,4,No,N/A,High
14030,1/8/2023 17:43,South,Wholesale,Delhi,169,56801.42068,888,0.75,7,1785.93,0,1/12/2023 17:43,Apparel,10.16,Medium,Net Banking,85,6,Blue Dart,Ship,18.94,9475.93,19.83,4591.9,2023Q1,4,98.97,2,No,N/A,Medium
14031,2/20/2023 19:30,South,Retail,Delhi,54,14671.09607,429,0.87,6,756.52,0,2/28/2023 19:30,Electronics,6.71,High,Credit Card,52.83,11,DHL,Road,25.65,1758.69,4.87,3423.5,2023Q1,8,84.03,5,No,N/A,High
14032,10/15/2024 16:58,Central,Wholesale,Kolkata,156,16664.69156,183,0.87,8,990.21,0,10/24/2024 16:58,Automobile Parts,37.59,Low,Cash,77.87,6,Delhivery,Road,22.9,1987.57,19.74,2541.94,2024Q4,9,89.99,2,Yes,Damaged,Low
14033,2/18/2024 15:49,Central,Corporate,Chennai,290,86228.46773,222,0.74,6,4211.07,0,2/27/2024 15:49,Automobile Parts,41.66,High,Net Banking,87.02,2,DHL,Road,10.62,12031.98,2.89,78.1,2024Q1,9,97.53,4,No,N/A,Low
14034,7/16/2023 11:06,North,Retail,Delhi,127,13034.79614,864,0.92,10,707.68,1,7/20/2023 11:06,Automobile Parts,7.17,High,UPI,55.88,2,Blue Dart,Ship,20.66,855.34,1.56,2745.39,2023Q3,4,95.62,1,No,N/A,Low
14035,8/17/2023 21:04,West,Corporate,Bangalore,397,109494.5072,439,0.73,2,5060.31,0,8/23/2023 21:04,Furniture,43.88,Low,Net Banking,52.23,2,Blue Dart,Rail,12.73,9630.68,0.5,3622.55,2023Q3,6,98.32,2,No,N/A,High
14036,10/30/2023 13:00,East,Retail,Chennai,337,101271.4314,691,0.98,2,3246.78,0,11/8/2023 13:00,Groceries,11.58,High,Cash,70.27,2,Blue Dart,Rail,12.15,18344.61,9.42,1936.55,2023Q4,9,80.92,5,No,N/A,High
14037,6/1/2024 11:25,Central,E-commerce,Mumbai,186,85777.64439,760,0.87,7,3586.14,0,6/7/2024 11:25,Furniture,40.94,High,Cash,62.56,7,Blue Dart,Road,23.75,16111.67,2.46,2127.34,2024Q2,6,95.66,3,Yes,Wrong Product,Low
